"";0.0;2.822928420986947
"la";2.822928420986947;3.1400646218858212
"roue";3.1400646218858212;3.5386276851776493
"sur";3.5386276851776493;3.7614801506741555
"la";3.7614801506741555;3.924333875460064
"rue";3.924333875460064;4.172900086975398
"roule";4.172900086975398;4.5971768962860535
"";4.5971768962860535;4.6571756369966515
"la";4.6571756369966515;4.837171859128445
"rue";4.837171859128445;5.060024324624951
"sous";5.060024324624951;5.437159266234423
"la";5.437159266234423;5.660011731730929
"roue";5.660011731730929;6.259999138836907
"reste";6.259999138836907;6.748560313194632
"";6.748560313194632;7.047256